deposit_number,axn,registry_title,observed_body_subject,severity,registration_disposition,identity_status,restoration_status,conflict_status,lifecycle_status,defect_codes,registry_creator,observed_byline,registry_version,observed_body_version,manifestation_status,evidence,recommendation,batch_action,review_status
541,AXN:0172,EA-ARK-EMOJI-01: Glyphic Checksum / Emoji Transform,EA-ARK-EMOJI-01: Glyphic Checksum / Emoji Transform,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],TACHYON (Claude/Anthropic),Lee Sharks / Assembly Chorus,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0172-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Replace or qualify content_type: `Dataset` → `Strategy and work plan / specification`; retain the former value in the modification history. Model creator, heteronymic author, editor/operator, and machine/Assembly contributor as separate roles; do not flatten the body byline into one creator string.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
542,AXN:0173,Total Axial Negation Graph (TANG),Total Axial Negation Graph (TANG),OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0173-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
543,AXN:0174,HEXAGONAL LEXICAL ENGINE v1.2 Core 50 · Discovery Lattice · Deployment Map · Governing Laws — Crimson Hexagon Archive,Hexagonal Lexical Engine v1.1,P0,WITHHOLD,WRONG_VERSION,MIS_SEATED_PRIMARY_OBJECT,DECLARED_BY_AUDIT_UNRESOLVED,ACTIVE,[],,,v1.2,v1.1,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0174-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected; registry title declares Hexagonal Lexical Engine v1.2; body declares v1.1",Quarantine as v1.2. Either recover the actual v1.2 bytes or retitle/re-identify this record as v1.1; preserve the current bytes as audit evidence.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
544,AXN:0175,Section XXV: Kernel Transform Registry,Section XXV: Kernel Transform Registry,P3,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,SUSPECTED,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0175-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Use 'normative registry/specification' in addition to any dataset designation.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
545,AXN:0176,The Sacred and the Profane,The Sacred and the Profane,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0176-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
546,AXN:0177,The Sh*t: The Accumulative Profane Encoding,The Sh*t: The Accumulative Profane Encoding,P3,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,SUSPECTED,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0177-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Model as executable formal language/specification with text-art manifestation, not dataset alone.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
547,AXN:0178,Universal Kernel Transform Protocol (UKTP),Universal Kernel Transform Protocol (UKTP),OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0178-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
548,AXN:0179,EA-ARK-01 v4.2.5 — ASCII Spatial Transform,EA-ARK-01 v4.2.5 — ASCII Spatial Transform,P3,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,SUSPECTED,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0179-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Model as an ASCII/formal spatial artifact with text/plain manifestation, not dataset alone.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
549,AXN:017A,🌑⬡ THE SPACE ARK What the Mathematical and Formal Symbolic Compression of the Crimson Hexagonal Architecture Hides 🌑 EA,The Space Ark — Operator // Shadow Transform,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-017A-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Publish the complete body title and retain the truncated/published variant as an alternate title with provenance.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
550,AXN:017B,Platform and AI Capitalism as Semiotic Engineering,Platform and AI Capitalism as Semiotic Engineering,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-017B-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
551,AXN:017C,The Space Ark Generator,The Space Ark Generator,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-017C-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Replace or qualify content_type: `Scholarly essay` → `Normative meta-component specification`; retain the former value in the modification history.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
552,AXN:017D,The Generative Disciplinary Engine,The Generative Disciplinary Engine,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],TACHYON (Claude/Anthropic),Lee Sharks / Talos Morrow / Assembly Chorus,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-017D-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Replace or qualify content_type: `Scholarly essay` → `Normative extension-module specification`; retain the former value in the modification history. Model creator, heteronymic author, editor/operator, and machine/Assembly contributor as separate roles; do not flatten the body byline into one creator string.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
553,AXN:017F,Retrieval Formation Theory,Retrieval Formation Theory,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-017F-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
554,AXN:0180,tl;dr — Operative Philology in the Wild,tl;dr — Operative Philology in the Wild,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0180-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
555,AXN:0181,Visual Schema — Space Ark,Visual Schema — Space Ark,P3,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,SUSPECTED,UNKNOWN,[],,,,,REFERENCED_NOT_INDEPENDENTLY_VERIFIED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0181-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Add a manifestation inventory with role, media type, URL/path, availability, and checksum; preserve external images locally where lawful and feasible.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
556,AXN:0182,CRIMSON HEXAGON: SPACE ARK — GLYPHIC VEHICLE v1.0 CH-ARK-01-GLYPH v1.0 Full Semiotic Vehicle · Comprehensive Encoding of,Crimson Hexagon: Space Ark — Glyphic Vehicle v1.0,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0182-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Publish the complete body title and retain the truncated/published variant as an alternate title with provenance.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
557,AXN:0183,CRIMSON HEXAGON: SPACE ARK — Mathematical and Formal Symbolic Compression of the Crimson Hexagonal Architecture EA-ARK-0,Crimson Hexagon: Space Ark v4.2.6,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0183-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Publish the complete body title and retain the truncated/published variant as an alternate title with provenance.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
558,AXN:0184,The Space Ark v4.2.7,The Space Ark v4.2.7,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0184-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Replace or qualify content_type: `Dataset` → `Executable specification / book-length semantic runtime`; retain the former value in the modification history.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
559,AXN:0186,"TL;DR: SPACE ARK — EXECUTE MODE 👽 Demonstrated Capacities, Research Program, and Test Instructions 👽 What happens when y",Space Ark — Execute Mode,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0186-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Replace or qualify content_type: `Creative work (poetry)` → `Technical demonstration / research program / test protocol`; retain the former value in the modification history. Publish the complete body title and retain the truncated/published variant as an alternate title with provenance.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
560,AXN:0187,COUNTER-CAPTIONS κ_O (Operative Captioning) Applied to Operation Epic Fury v2.0 — Two-Tier Architecture: Operative Compr,Counter-Captions,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0187-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",Publish the complete body title and retain the truncated/published variant as an alternate title with provenance.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
561,AXN:0188,The Splice,The Splice,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0188-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
562,AXN:0189,On the Architecture of Cleis,On the Architecture of Cleis,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],Lee Sharks,Rebekah Cranes,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-0189-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Replace or qualify content_type: `Creative work (poetry)` → `Scholarly close reading / companion analysis`; retain the former value in the modification history. Model creator, heteronymic author, editor/operator, and machine/Assembly contributor as separate roles; do not flatten the body byline into one creator string.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
563,AXN:018A,The Error of Peter Thiel,The Error of Peter Thiel,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-018A-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
564,AXN:018B,The Semiotic Virality Engine,The Semiotic Virality Engine,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-018B-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
565,AXN:018C,The Effective Act: Cross-Species Semantic Labor and the Expansion of Witness,The Effective Act: Cross-Species Semantic Labor and the Expansion of Witness,P2,HARVEST_WITH_WARNING,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DECLARED_BY_AUDIT_UNRESOLVED,UNKNOWN,[],Johannes Sigil,Dr. Orin Trace,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-018C-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected","Model creator, heteronymic author, editor/operator, and machine/Assembly contributor as separate roles; do not flatten the body byline into one creator string.",PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
566,AXN:018D,r.25 The Underwater Construction Authority (Dolphindiana),r.25 The Underwater Construction Authority (Dolphindiana),OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-018D-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
567,AXN:018E,Time as Compression Structure,Time as Compression Structure,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-018E-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
568,AXN:018F,The First Prompt-Native Semantic Operating System,The First Prompt-Native Semantic Operating System,OK,HARVEST,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_KNOWN_CONFLICT,UNKNOWN,[],,,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,"Frozen registry chunk 7 at 055429ac82edc967f09c4640ffd0b049cff78e6e; canonical body data/texts/AXN-018F-text.md; title, byline, object declaration, genre/version front matter, and substantive opening inspected",No identity or restoration defect found in this first semantic pass. Retain and proceed to projection-parity and source/manifestation checks.,PRIOR_BATCH_ROW,FRONTMATTER_AND_IDENTITY_READ
