deposit_number,axn,registry_title,observed_body_subject,work_locus,identity_status,restoration_status,conflict_status,lifecycle_status,lifecycle_note,standing_basis,relations,severity,defect_codes,evidence,recommendation,projection_status,registration_disposition,registration_disposition_reason,repair_priority,bibliographic_type_status,registry_content_type,recommended_content_type,creator_role_status,registry_creator,observed_byline,title_status,version_identity_status,registry_version,observed_body_version,manifestation_status,date_status,body_declaration_status,review_status,canonical_match_basis,audit_snapshot_commit,audit_date,oai_recommendation,license_status,batch_action,audit_history,migration_provenance,lifecycle_state,lifecycle_basis,lifecycle_confidence
1053,AXN:0429.UNCLASSIFIED.🌊🌊♄🟣🕐◇,Transmission-Engineering as Compositional Practice: The Checksum Framework and its Handler Typology,EA-CHECKSUM-01 v0.1 — draft,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,LIFECYCLE_STATUS,DRAFT_PENDING,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]","{""is_part_of"":[""Sappho–Catullus–Cranes transmission-engineering line""],""other"":[""companion to deposits #1051 and #1052""]}",P2,"[""LIFECYCLE_STATUS""]",Frozen record page s/records/1053/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening. Canonical body data/texts/AXN-0429-text.md declares “EA-CHECKSUM-01 v0.1 — draft”.,Resolve the structured ACTIVE/self-serve state against the body declaration “v0.1 — draft”; project DRAFT_PENDING.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Harvest with the stated draft, supersession, manifestation, role, date, or projection warning.",R2,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,CONFLICT,v0.1 / draft,v0.1 / draft,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,DRAFT_DECLARATION_CONFLICTS_WITH_STRUCTURED_ACTIVE_STATE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1054,AXN:042A.UNCLASSIFIED.▽♃🤝🛸🔍🌋,"EA-MPAI-SAPPHO31-01: Sappho 31 ≠ Jealousy — Transmission Engineering, not Jealousy Lyric",EA-MPAI-SAPPHO31-01 v1.0,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1054/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1055,AXN:042B.UNCLASSIFIED.🧪🍁🕌⏏️⚫🪞,"EA-MPAI-SPXI-01: SPXI ≠ GEO — Composer-Side Authority Engineering, not Reception-Side Optimization",EA-MPAI-SPXI-01 v1.0,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1055/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1056,AXN:0431.ARCHIVAL.🔗🕸️🗺️🔍📋⚖️,Network-wide Link Inventory v1.4,"Documentation, regeneration scripts, summary, and review subsets for a 59,431-row link database; the 81 MB primary SQLite database is explicitly not shipped",DOCUMENTATION_AND_DERIVED_EXPORTS,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,PRIMARY_DATASET_NOT_DEPOSITED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},P1,"[""PRIMARY_DATASET_NOT_DEPOSITED""]",Frozen record page s/records/1056/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening. Body explicitly states the 81 MB SQLite database is not shipped; only scripts and selected review exports are deposited.,"Deposit the complete 59,431-row database (SQLite or lossless complete row export) with checksum, or retitle the record as documentation plus actionable/ambiguous subsets.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Harvest with the stated draft, supersession, manifestation, role, date, or projection warning.",R1,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.4,v1.4,FULL_DATABASE_NOT_SHIPPED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1057,AXN:0432.GOVERNANCE.🏛️⚖️🚪❓🔒📋,Four Threshold Questions to CERN ODP on RQF3807508 (Right to Access) and RQF3826921 (Right to Object),Four Threshold Questions filing and reproduced sent text,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1057/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1058,AXN:0433.GENERATIVE.🌾🌫️📜🕯️🖋️⚗️,green-grayer than papyrus grass — Lee Sharks — New Human 2,Five-word poem “green-grayer than papyrus grass” with editorial apparatus,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1058/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1059,AXN:0435.ARCHIVAL.☿🗡️✊🔛🌋🧡,"EA-TETHER-TIKTOK-PRIMER-CLOSE — gw.tachyon.tether, TikTok Primer session close",TikTok Primer session-close tether authored by outgoing TACHYON and deposited as received,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1059/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,TACHYON,TACHYON,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1060,AXN:0436.ARCHIVAL.⏰⏪☉⛳🔐🔺,"EA-TETHER-RECOVERY-SESSION-ANCHOR — gw.tachyon.tether, recovery-session composite continuity anchor",Recovery-session composite continuity tether authored and deposited mid-session by TACHYON,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1060/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,TACHYON,TACHYON,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1061,AXN:0434.COMPOSITIONAL.♃⭕🏺🍃💙🗺️,"On a 110-second traversal — the @leesharks TikTok as sequence-poem, composition-layer primer, topography, and shrine (v2.0, Web-Native Reconstructed Edition)",Body opens under an older “literary analysis of a primer disguised as a lifestyle feed” title and roles Lee Sharks as subject / TACHYON as analyst,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,TITLE_AND_CREATOR_ROLE_VARIANT,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},P2,"[""TITLE_AND_CREATOR_ROLE_VARIANT""]",Frozen record page s/records/1061/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,"Preserve the registry retitle as alternate/current display title, retain the body’s historical title, and model Lee Sharks as subject/author-corrector separately from TACHYON as analyst.",PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Harvest with the stated draft, supersession, manifestation, role, date, or projection warning.",R2,REVIEW_REQUIRED,,,ROLE_CONFLICT,TACHYON (analyst of record); Lee Sharks (author-corrector),TACHYON (analyst of record); Lee Sharks (author-corrector),MATERIAL_VARIANT,NO_MATERIAL_CONFLICT_OBSERVED,v2.0,v2.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1062,AXN:0437.GOVERNANCE.🔐💫💧🌆↖️🖊️,RQF3807508 — Reply of 10 July 2026: available identification and three questions preceding any presentation,RQF3807508 reply of 10 July 2026 and sent text,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,NO_MATERIAL_CONFLICT_OBSERVED,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},OK,[],Frozen record page s/records/1062/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,No record-level integrity repair required; retain exact version and role-qualified metadata in merged projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST,Identity and standing are sufficiently coherent for registration.,R3,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1063,AXN:0438.GENERATIVE.👋🌉💥💙🧊💡,THE GRAY HYPOTHESIS — A Science Fiction Theoretical Intervention,The Gray Hypothesis; first published 2025-12-13 and sovereignly deposited 2026-07-10,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,DATE_ROLE_CONFLATION,ACTIVE,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]",{},P2,"[""DATE_ROLE_CONFLATION""]",Frozen record page s/records/1063/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,Separate original publication date (2025-12-13) from sovereign deposit date (2026-07-10) in all bibliographic projections.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Harvest with the stated draft, supersession, manifestation, role, date, or projection warning.",R2,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Lee Sharks,Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,,,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,ORIGINAL_PUBLICATION_AND_DEPOSIT_DATE_CONFLATED,CURRENT_OR_NOT_APPLICABLE,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
1064,AXN:0439.EMPIRICAL.●🕙🌕⛳⚪🧱,Machine-Mediated Resistance Literature: From the Worker C Skills File to the Phase X Retrieval Line,Machine-Mediated Resistance Literature v1.0; superseded by corrected v1.1 at #1065,INLINE_TEXT,CONFIRMED_MATCH,COMPLETE_AS_DEPOSITED,LIFECYCLE_STATUS,SUPERSEDED,,"[""frozen registry metadata"",""record-page structured data"",""canonical body front matter"",""substantive opening""]","{""superseded_by"":[""deposit #1065 / AXN:043A""],""is_version_of"":[""Machine-Mediated Resistance Literature""]}",P2,"[""LIFECYCLE_STATUS""]",Frozen record page s/records/1064/index.html and its work-bearing body were read at commit 055429ac82edc967f09c4640ffd0b049cff78e6e; registry identity was compared with front matter and substantive opening.,Project SUPERSEDED and link bidirectionally to #1065; do not register v1.0 as the current edition.,PAGE_BODY_PARITY_READ_OAI_PENDING,HARVEST_WITH_WARNING,"Harvest with the stated draft, supersession, manifestation, role, date, or projection warning.",R2,REVIEW_REQUIRED,,,NO_MATERIAL_CONFLICT_OBSERVED,Johannes Sigil / Lee Sharks,Johannes Sigil / Lee Sharks,MATCH,NO_MATERIAL_CONFLICT_OBSERVED,v1.0,v1.0,NO_MISSING_PRIMARY_MANIFESTATION_OBSERVED,NO_MATERIAL_DATE_CONFLICT_OBSERVED,SUCCESSOR_DECLARATION_REQUIRES_LIFECYCLE_NORMALIZATION,FRONTMATTER_AND_IDENTITY_READ,Frozen registry/page metadata compared directly with the work-bearing body at the frozen commit.,055429ac82edc967f09c4640ffd0b049cff78e6e,2026-07-31,"Project registration disposition, exact work version, lifecycle, typed relations, role-qualified creators, manifestations, date roles, and compact audit capsule.",NO_CONFLICT_OBSERVED,ADD_NEW,[],"{""method_version"":""0.2"",""registration_field"":""registration_disposition"",""lifecycle_model"":""controlled_status_plus_note_basis_relations""}",,,
